subject,tag,file,lineno,LEC,DNC,NCT
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\f2py\func2subr.py,270,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\f2py\func2subr.py,270,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\f2py\func2subr.py,271,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\f2py\func2subr.py,283,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\f2py\rules.py,340,,5,2
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\f2py\rules.py,690,,6,2
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\f2py\rules.py,1217,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\f2py\rules.py,1388,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\f2py\rules.py,1428,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\f2py\rules.py,1429,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\f2py\use_rules.py,63,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\f2py\use_rules.py,64,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\f2py\use_rules.py,64,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\f2py\use_rules.py,66,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\f2py\use_rules.py,69,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\f2py\use_rules.py,71,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\f2py\use_rules.py,72,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\f2py\use_rules.py,74,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\f2py\use_rules.py,76,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\f2py\use_rules.py,103,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\f2py\tests\test_array_from_pyobj.py,146,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\f2py\tests\test_array_from_pyobj.py,147,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\f2py\tests\test_array_from_pyobj.py,148,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\f2py\tests\test_array_from_pyobj.py,149,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\f2py\tests\test_array_from_pyobj.py,158,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\f2py\tests\test_array_from_pyobj.py,161,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\f2py\tests\test_array_from_pyobj.py,166,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\f2py\tests\test_array_from_pyobj.py,170,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\f2py\tests\test_array_from_pyobj.py,175,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\f2py\tests\test_array_from_pyobj.py,178,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\f2py\tests\test_array_from_pyobj.py,243,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\f2py\tests\test_array_from_pyobj.py,243,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\f2py\tests\test_array_from_pyobj.py,249,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\f2py\tests\test_array_from_pyobj.py,250,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\f2py\tests\test_array_from_pyobj.py,252,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\f2py\tests\test_array_from_pyobj.py,253,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\f2py\tests\test_array_from_pyobj.py,520,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\f2py\tests\test_array_from_pyobj.py,520,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\f2py\tests\test_array_from_pyobj.py,521,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\f2py\tests\test_array_from_pyobj.py,522,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\f2py\tests\test_array_from_pyobj.py,522,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\f2py\tests\test_array_from_pyobj.py,537,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\f2py\tests\test_array_from_pyobj.py,537,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\f2py\tests\test_array_from_pyobj.py,538,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\f2py\tests\test_array_from_pyobj.py,539,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\f2py\tests\test_array_from_pyobj.py,539,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\lib\arraypad.py,825,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\lib\arraypad.py,885,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\lib\arraypad.py,909,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\lib\arraypad.py,1369,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\lib\arraypad.py,1370,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\lib\arraysetops.py,257,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\lib\function_base.py,383,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\lib\function_base.py,385,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\lib\function_base.py,387,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\lib\nanfunctions.py,699,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\lib\nanfunctions.py,1004,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\lib\npyio.py,869,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\lib\polynomial.py,1243,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\lib\recfunctions.py,69,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\lib\recfunctions.py,325,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\lib\recfunctions.py,758,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\lib\recfunctions.py,761,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\lib\recfunctions.py,816,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\lib\shape_base.py,680,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\lib\shape_base.py,692,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\lib\type_check.py,73,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\lib\type_check.py,593,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\lib\type_check.py,595,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\lib\utils.py,215,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\lib\_iotools.py,656,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\lib\tests\test_format.py,400,,5,2
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\lib\tests\test_index_tricks.py,113,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\lib\tests\test_index_tricks.py,114,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\lib\tests\test_index_tricks.py,115,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\lib\tests\test_index_tricks.py,116,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\lib\tests\test_stride_tricks.py,102,,4,2
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\lib\tests\test_stride_tricks.py,127,,4,2
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\lib\tests\test_stride_tricks.py,173,,4,2
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\lib\tests\test__iotools.py,213,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\linalg\lapack_lite\clapack_scrub.py,146,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\ma\core.py,2838,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\ma\core.py,2839,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\ma\core.py,5474,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\ma\extras.py,1177,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\ma\extras.py,1242,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\ma\mrecords.py,283,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\ma\version.py,12,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\ma\version.py,13,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\ma\tests\test_core.py,635,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\ma\tests\test_core.py,1319,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\ma\tests\test_core.py,1320,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\ma\tests\test_core.py,1321,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\ma\tests\test_core.py,1513,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\ma\tests\test_core.py,1513,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\ma\tests\test_core.py,1514,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\ma\tests\test_core.py,1514,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\ma\tests\test_core.py,1518,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\ma\tests\test_core.py,1518,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\ma\tests\test_core.py,1519,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\ma\tests\test_core.py,1519,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\ma\tests\test_core.py,1524,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\ma\tests\test_core.py,1524,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\ma\tests\test_core.py,1525,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\ma\tests\test_core.py,1525,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\ma\tests\test_core.py,3827,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\ma\tests\test_core.py,3829,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\ma\tests\test_core.py,3836,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\ma\tests\test_core.py,3839,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\ma\tests\test_core.py,3845,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\ma\tests\test_core.py,3849,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\ma\tests\test_core.py,3902,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\ma\tests\test_core.py,3903,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\ma\tests\test_core.py,3908,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\ma\tests\test_core.py,3909,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\ma\tests\test_extras.py,344,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\ma\tests\test_extras.py,346,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\ma\tests\test_extras.py,347,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\ma\tests\test_mrecords.py,76,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\ma\tests\test_mrecords.py,84,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\ma\tests\test_mrecords.py,98,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\ma\tests\test_mrecords.py,162,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\ma\tests\test_mrecords.py,168,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\ma\tests\test_mrecords.py,339,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\ma\tests\test_mrecords.py,340,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\ma\tests\test_mrecords.py,394,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\matrixlib\tests\test_defmatrix.py,354,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\matrixlib\tests\test_defmatrix.py,355,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\matrixlib\tests\test_defmatrix.py,366,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\tools\swig\test\testArray.py,149,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\tools\swig\test\testArray.py,213,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\tools\swig\test\testArray.py,216,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\tools\swig\test\testArray.py,247,2,,
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\tools\swig\test\testArray.py,261,2,,
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\downloader.py,1481,2,,
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\downloader.py,1482,2,,
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\downloader.py,1657,2,,
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\featstruct.py,849,2,,
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\featstruct.py,869,2,,
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\probability.py,213,2,,
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\probability.py,1706,2,,
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\probability.py,1766,2,,
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\probability.py,1809,2,,
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\text.py,88,2,,
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\text.py,88,2,,
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\tgrep.py,299,2,,
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\tgrep.py,300,2,,
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\tgrep.py,333,2,,
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\tgrep.py,337,2,,
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\tgrep.py,341,2,,
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\tgrep.py,645,2,,
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\tgrep.py,663,2,,
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\toolbox.py,476,2,,
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\toolbox.py,477,2,,
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\tree.py,158,2,,
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\tree.py,173,2,,
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\tree.py,187,2,,
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\tree.py,613,2,,
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\tree.py,621,2,,
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\tree.py,626,2,,
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\tree.py,632,2,,
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\tree.py,637,2,,
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\tree.py,640,2,,
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\tree.py,641,2,,
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\tree.py,997,2,,
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\tree.py,1053,2,,
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\treeprettyprinter.py,176,2,,
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\treeprettyprinter.py,179,2,,
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\treeprettyprinter.py,234,2,,
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\treeprettyprinter.py,234,2,,
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\treeprettyprinter.py,235,2,,
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\treeprettyprinter.py,265,2,,
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\treeprettyprinter.py,269,2,,
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\treeprettyprinter.py,365,2,,
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\treeprettyprinter.py,389,2,,
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\treeprettyprinter.py,429,2,,
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\treeprettyprinter.py,437,2,,
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\treeprettyprinter.py,483,2,,
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\align\gale_church.py,153,2,,
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\align\ibm1.py,90,2,,
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\align\ibm1.py,95,2,,
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\align\ibm1.py,96,2,,
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\align\ibm1.py,102,2,,
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\align\ibm1.py,102,2,,
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\align\ibm1.py,119,2,,
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\align\ibm1.py,123,2,,
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\align\ibm2.py,111,2,,
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\align\ibm2.py,118,2,,
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\align\ibm2.py,119,2,,
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\align\ibm2.py,154,2,,
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\align\ibm2.py,154,2,,
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\align\ibm2.py,184,2,,
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\align\ibm2.py,188,2,,
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\align\ibm3.py,142,2,,
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\align\ibm3.py,165,2,,
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\align\ibm3.py,179,2,,
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\align\ibm3.py,179,2,,
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\align\ibm3.py,195,2,,
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\align\ibm3.py,195,2,,
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\align\ibm3.py,246,2,,
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\align\ibm3.py,315,2,,
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\align\ibm3.py,324,2,,
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\align\ibm3.py,387,2,,
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\align\ibm3.py,391,2,,
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\app\chartparser_app.py,171,2,,
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\app\chartparser_app.py,176,2,,
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\app\chartparser_app.py,180,2,,
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\app\chartparser_app.py,181,2,,
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\app\chartparser_app.py,182,2,,
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\app\chartparser_app.py,302,2,,
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\app\chunkparser_app.py,683,2,,
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\app\chunkparser_app.py,687,2,,
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\app\chunkparser_app.py,897,2,,
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\app\chunkparser_app.py,900,2,,
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\app\chunkparser_app.py,903,2,,
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\app\chunkparser_app.py,1165,2,,
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\app\chunkparser_app.py,1167,2,,
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\app\chunkparser_app.py,1215,2,,
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\chat\__init__.py,39,2,,
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\chat\__init__.py,48,2,,
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\chunk\named_entity.py,54,2,,
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\chunk\named_entity.py,55,2,,
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\chunk\named_entity.py,61,2,,
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\chunk\named_entity.py,63,2,,
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\chunk\named_entity.py,65,2,,
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\chunk\named_entity.py,68,2,,
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\chunk\named_entity.py,69,2,,
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\chunk\named_entity.py,70,2,,
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\chunk\named_entity.py,71,2,,
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\chunk\named_entity.py,79,2,,
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\chunk\named_entity.py,80,2,,
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\chunk\named_entity.py,84,2,,
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\chunk\named_entity.py,85,2,,
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\chunk\named_entity.py,86,2,,
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\chunk\named_entity.py,87,2,,
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\classify\decisiontree.py,181,2,,
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\classify\naivebayes.py,198,2,,
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\classify\naivebayes.py,216,2,,
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\classify\positivenaivebayes.py,109,2,,
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\classify\positivenaivebayes.py,116,2,,
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\classify\positivenaivebayes.py,125,2,,
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\classify\positivenaivebayes.py,131,2,,
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\classify\textcat.py,181,2,,
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\classify\util.py,277,2,,
