hash,tag,author,date,title
ef32dae,v0.7.2,rgommers,2010-04-22 11:00:00,REL: Set version to 0.7.2.
689bde5,v0.8.0b1,rgommers,2010-06-04 15:02:05,BUG: Fix signal.ltisys test that crashes interpreter on Windows.
e96c9df,v0.8.0rc1,rgommers,2010-07-04 08:49:18,REL: Change version number for the 0.8.0 RC1 release.
e33d277,v0.8.0rc2,rgommers,2010-07-11 07:59:08,REL: Change version number on 0.8.x branch to 0.8.0rc2.
7cd4365,v0.8.0rc3,rgommers,2010-07-15 11:18:08,REL: Set version number to 0.8.0rc3.
6f97786,v0.8.0,rgommers,2010-07-26 14:50:13,REL: Change version number to 0.8.0
887bddc,v0.9.0b1,rgommers,2010-12-12 09:29:30,REL: set version to 0.9.0b1
06046a5,v0.9.0rc1,rgommers,2011-01-23 09:29:33,"REL: set version number to 0.9.0rc1, released=True"
f7acac1,v0.9.0rc2,rgommers,2011-01-30 15:54:15,REL: set version number to 0.9.0rc2
a6e1f7c,v0.9.0rc3,rgommers,2011-02-12 10:56:01,REL: set version number to 0.9.0rc3.
05504a2,v0.9.0rc4,rgommers,2011-02-19 13:32:35,REL: set version number to 0.9.0rc4.
f356ab6,v0.9.0rc5,rgommers,2011-02-20 09:35:39,REL: set released=True in setup.py (for 0.9.0rc5).
8976333,v0.9.0,rgommers,2011-02-27 12:06:53,REL: set version to 0.9.0.
7483939,v0.10.0b1,Ralf Gommers,2011-09-11 22:43:14,REL: set version to 0.10.0b1
8edbea5,v0.10.0b2,Ralf Gommers,2011-09-16 18:26:31,REL: set version to 0.10.0b2
549a7fe,v0.10.0rc1,Ralf Gommers,2011-11-03 21:39:29,REL: set version to 0.10.0rc1.
c82deec,v0.10.0,Ralf Gommers,2011-11-13 12:33:57,REL: set version to 0.10.0
7f7343e,v0.10.1rc1,Ralf Gommers,2012-02-10 20:24:43,REL: set version number to 0.10.1rc1.
4aa0310,v0.10.1rc2,Ralf Gommers,2012-02-19 16:52:08,REL: set version to 0.10.1rc2.
772893f,v0.10.1,Ralf Gommers,2012-02-26 22:45:10,REL: set version to 0.10.1.
51e3206,v0.11.0b1,Ralf Gommers,2012-06-12 23:06:35,REL: set version to 0.11.0b1.
61e4270,v0.11.0rc1,Ralf Gommers,2012-07-17 22:13:28,REL: set version to 0.11.0rc1
ffd7eba,v0.11.0rc2,Ralf Gommers,2012-08-12 20:57:24,REL: set version to 0.11.0rc2
827679b,v0.11.0,Ralf Gommers,2012-09-22 11:40:36,REL: set version to 0.11.0.
f460088,v0.12.0b1,Ralf Gommers,2013-02-16 12:36:10,REL: set version to 0.12.0b1
1977dc3,v0.12.0rc1,Ralf Gommers,2013-03-29 22:10:58,REL: tag version 0.12.0rc1
cdd6b32,v0.12.0,Ralf Gommers,2013-04-06 13:00:32,REL: v0.12.0 release
3cd80e9,v0.13.0b1,Ralf Gommers,2013-08-22 14:33:51,REL: set version to 0.13.0b1
4b569ae,v0.12.1,Ralf Gommers,2013-10-08 23:03:00,REL: set version to 0.12.1
6768fa5,v0.13.0rc1,Ralf Gommers,2013-10-10 22:05:22,REL: set version to 0.13.0rc1
1cc8bee,v0.13.0,Ralf Gommers,2013-10-19 11:43:40,REL: set version to 0.13.0
f0cff31,v0.13.1,Ralf Gommers,2013-11-16 15:25:39,REL: set version to 0.13.1
f3ebcf8,v0.13.2,Ralf Gommers,2013-12-07 23:38:53,REL: set version to 0.13.2
af356f4,v0.13.3,Ralf Gommers,2014-02-04 07:00:57,REL: set version number to 0.13.3
9dc196c,v0.14.0b1,Ralf Gommers,2014-03-16 00:54:40,REL: set version to 0.14.0b1
e4a767c,v0.14.0rc1,Ralf Gommers,2014-04-02 22:15:34,REL: set version to 0.14.0rc1
e64e518,v0.14.0rc2,Ralf Gommers,2014-04-22 23:51:28,REL: set version to 0.14.0rc2
f2ec91c,v0.14.0,Ralf Gommers,2014-05-03 12:27:45,REL: set version to 0.14.0
62713a0,v0.14.1rc1,Pauli Virtanen,2014-11-23 21:08:11,REL: set version to 0.14.1rc1
d53d3de,v0.15.0b1,Pauli Virtanen,2014-11-23 23:37:02,REL: set version to 0.15.0b1
c5ded87,v0.15.0rc1,Pauli Virtanen,2014-12-15 16:54:46,REL: set version to 0.15.0rc1
f9fbd6c,v0.14.1,Pauli Virtanen,2014-12-30 18:51:20,REL: set version to 0.14.1
88fc9b0,v0.15.0,Pauli Virtanen,2015-01-11 16:14:22,REL: set version to 0.15.0
fcdc3d7,v0.15.1,Pauli Virtanen,2015-01-18 18:35:06,REL: set version to 0.15.1 (second try)
e153b5d,v0.16.0b1,Ralf Gommers,2015-05-12 23:06:21,REL: set version to 0.16.0b1
51ff669,v0.16.0b2,Ralf Gommers,2015-05-24 10:15:25,REL: set version to 0.16.0b2
