hash,tag,author,date,title
3301a33,v1.0,Travis Oliphant,2006-10-25 09:05:57,Make tag 1.0 a release.
1a6b656,v1.0.1,Travis Oliphant,2006-12-02 06:58:50,Make it a release.
9d647f6,v1.0.2,Travis Oliphant,2007-04-03 22:02:42,Buffer PEP.
2be238d,v1.0.3,Travis Oliphant,2007-05-31 17:12:15,Fix 64-bit zgeqrf
8410a41,v1.0.3.1,Jarrod Millman,2007-08-18 18:49:22,Make 1.0.3.1 tag a version release.
cd8db12,v1.0.4,Travis Oliphant,2007-11-08 22:06:18,"Travis O is doing a bad thing by modifying this tagged release.  However, it is worse to have a release that causes SciPy to fail on build.  Hopefully, not too many people have now invalidated releases."
d83d143,v1.1.0rc1,Jarrod Millman,2008-05-18 03:56:19,changing version for release candidate
e43987a,v1.1.0,Jarrod Millman,2008-05-26 07:41:29,updating version info
b38e5c2,v1.1.1rc1,Jarrod Millman,2008-07-21 16:17:51,updating version information
54bb7ab,v1.1.1rc2,Jarrod Millman,2008-07-23 16:48:01,updating version information
6727624,v1.1.1,Jarrod Millman,2008-07-31 20:54:35,updating version information for tag
ff040d9,v1.2.0b1,Jarrod Millman,2008-08-13 06:17:47,updating version info
68072bf,v1.2.0b2,Stefan van der Walt,2008-08-13 22:24:50,Remove C99 test cases (merged from trunk).
c29e590,v1.2.0rc1,Jarrod Millman,2008-09-03 00:03:04,updating version info
ad3f9e6,v1.2.0rc2,Jarrod Millman,2008-09-10 07:56:09,updating version info
f5596a9,v1.2.0,Jarrod Millman,2008-09-25 04:46:16,making the release
d4f826b,v1.2.1,Jarrod Millman,2008-10-28 11:23:10,mark as release
480b20b,v1.3.0b1,David Cournapeau,2009-03-18 06:23:54,Update revision to beta 1.
efc49bb,v1.3.0rc1,David Cournapeau,2009-03-28 13:45:37,Release RC1 for 1.3.0.
2f9063f,v1.3.0rc2,David Cournapeau,2009-04-03 14:01:55,RC2 for 1.3.0.
c3e0147,v1.3.0,David Cournapeau,2009-04-05 05:05:01,Release 1.3.0.
94a1fa8,v1.4.0rc1,David Cournapeau,2009-12-01 01:12:05,REL: release 1.4.0rc1.
76b40e8,v1.4.0rc2,David Cournapeau,2009-12-21 15:30:35,REL: 1.4.0rc2.
4b42c8f,v1.4.0,David Cournapeau,2009-12-28 01:25:08,REL: release NumPy 1.4.0.
c7ba500,v1.4.1rc1,rgommers,2010-04-18 08:47:19,REL: Set version number to 1.4.1rc1
2edbff0,v1.4.1rc2,rgommers,2010-04-18 09:39:42,Add 1.4.1 release notes.
05cc071,v1.4.1rc3,rgommers,2010-04-18 12:42:10,REL: update Changelog start and end points.
351726a,v1.4.1,rgommers,2010-04-22 10:35:16,REL: Set version to 1.4.1.
1ddfa53,v1.5.0b1,rgommers,2010-08-01 11:36:22,"REL: Set version to 1.5.0b1, released = True."
9673b8f,v1.5.0b2,rgommers,2010-08-17 11:46:32,"REL: set version to 1.5.0b2, and add 3.1 superpack to release script."
d68b231,v1.5.0rc1,rgommers,2010-08-25 12:47:51,"REL: set version to 1.5.0rc1, released=True."
c069eee,v1.5.0,rgommers,2010-08-31 12:30:01,"REL: set version to 1.5.0, released=True."
97cb28e,v1.5.1rc1,rgommers,2010-10-17 14:33:01,"REL: set version number to 1.5.1rc1, released=True."
3304791,v1.5.1rc2,rgommers,2010-11-08 21:59:32,REL: set version number to 1.5.1rc2 and set released=True.
de969d7,v1.5.1,rgommers,2010-11-18 19:14:24,REL: set version to 1.5.1.
cd6c14b,v1.6.0b1,Ralf Gommers,2011-03-23 09:24:57,"REL: set version to 1.6.0b1, released=True."
9b2031f,v1.6.0b2,Ralf Gommers,2011-04-03 21:28:46,"REL: set version to 1.6.0b2, released=True."
65bcb41,v1.6.0rc1,Ralf Gommers,2011-04-27 20:41:10,REL: set version to 1.6.0rc1
ceba67b,v1.6.0rc2,Ralf Gommers,2011-05-03 18:22:57,REL: set version to 1.6.0rc2.
1e85f6f,v1.6.0rc3,Ralf Gommers,2011-05-07 20:42:10,REL: set version to 1.6.0rc3.
039ceba,v1.6.0,Ralf Gommers,2011-05-14 09:41:51,REL: release Numpy 1.6.0
b11e3af,v1.6.1rc1,rgommers,2011-06-13 11:39:04,REL: tag 1.6.1rc1
9b46e7b,v1.6.1rc2,Ralf Gommers,2011-07-01 21:46:39,REL: set version to 1.6.1rc2.
41fa279,v1.6.1rc3,Ralf Gommers,2011-07-10 21:12:14,REL: set version to 1.6.1rc3
68538b7,v1.6.1,Ralf Gommers,2011-07-20 20:29:18,REL: set version to 1.6.1
09bb268,v1.6.2rc1,Ralf Gommers,2012-05-04 23:02:11,REL: set version to 1.6.2rc1
ca07bce,v1.6.2,Ralf Gommers,2012-05-19 15:41:41,REL: set version to 1.6.2.
50366a2,v1.7.0b1,Ondřej Čertík,2012-08-20 17:44:49,Release 1.7.0b1
f217517,v1.7.0b2,Ondrej Certik,2012-09-20 05:25:03,Release 1.7.0b2
1cd02e0,v1.7.0rc1,Ondřej Čertík,2012-12-28 13:25:52,REL: Release 1.7.0rc1
a43307c,v1.7.0rc2,Ondřej Čertík,2013-02-06 20:20:42,REL: Release 1.7.0rc2
0c5a166,v1.7.0,Ondřej Čertík,2013-02-09 12:51:36,REL: Release 1.7.0
21bda0e,v1.7.1rc1,Ondrej Certik,2013-03-24 18:47:59,REL: Release 1.7.1rc1
697316a,v1.7.1,Ondrej Certik,2013-04-07 05:05:59,REL: Release 1.7.1
1bcc802,v1.8.0b1,Charles Harris,2013-09-01 09:50:10,REL: Release.
4777d09,v1.8.0b2,Charles Harris,2013-09-08 12:36:03,REL: Release.
260e8f2,v1.8.0rc1,Charles Harris,2013-09-29 13:20:46,REL: Release.
0ccaab0,v1.8.0rc2,Charles Harris,2013-10-13 11:52:15,REL: Release.
a60b390,v1.8.0,Charles Harris,2013-10-28 17:21:02,REL: Release.
3bf8706,v1.7.2rc1,Julian Taylor,2013-11-03 13:39:08,REL: Release 1.7.2rc1
4322701,v1.7.2,Julian Taylor,2013-12-31 11:01:47,REL: Release 1.7.2
23f8dcf,v1.8.1rc1,Julian Taylor,2014-03-02 14:10:59,REL: Release 1.8.1rc1
48c77a6,pre-removal-numpybook,Charles Harris,2014-03-13 16:34:07,Merge pull request #3908 from juliantaylor/median-percentile
62a7575,v1.8.1,Julian Taylor,2014-03-25 21:43:58,REL: Release 1.8.1
96b4349,v1.9.0b1,Julian Taylor,2014-06-08 14:31:02,REL: Release 1.9.0b1
faa6fa0,v1.9.0b2,Julian Taylor,2014-07-30 21:19:39,REL: Release 1.9.0b2
c7ad14f,v1.8.2rc1,Julian Taylor,2014-08-05 20:27:09,REL: Release 1.8.2rc1
4563730,v1.8.2,Julian Taylor,2014-08-09 12:38:44,REL: Release 1.8.2
36d947f,v1.9.0rc1,Julian Taylor,2014-08-27 17:41:31,REL: Release 1.9.0rc1
07601a6,v1.9.0,Julian Taylor,2014-09-07 10:57:14,REL: Release 1.9.0
c88fd91,v1.9.1rc1,Julian Taylor,2014-10-26 17:21:39,REL: Release 1.9.1rc1
d44b9c6,v1.9.1,Julian Taylor,2014-11-02 13:22:02,REL: Release 1.9.1
c04513c,v1.9.2rc1,Julian Taylor,2015-02-01 17:40:28,REL: Release 1.9.2rc1
762c6f1,v1.9.2,Julian Taylor,2015-03-01 14:36:27,REL: Release 1.9.2
