hash,tag,author,date,title
30eb916,1.4.10,James Bennett,2013-11-06 08:17:26,[1.4.x] Bump version info and add release notes for 1.4.10.
c89a56d,1.6,James Bennett,2013-11-06 08:59:40,[1.6.x] Correctly update development-status classifier.
073eed9,1.6.1,Jacob Kaplan-Moss,2013-12-12 13:48:32,Bumped version number for 1.6.1.
8be9a25,1.7a1,James Bennett,2014-01-22 21:48:37,[1.7.x] Bump version number for 1.7 alpha 1.
687b3d9,1.6.2,Jacob Kaplan-Moss,2014-02-06 15:38:06,Bump version number for 1.6.2.
43510cf,1.7a2,Jacob Kaplan-Moss,2014-02-06 15:54:27,Bumped version number for 1.7a2
dda6224,1.7b1,James Bennett,2014-03-20 19:42:11,[1.7.x] Bump version numbers for 1.7 beta 1.
194159b,1.4.11,James Bennett,2014-04-21 17:38:26,[1.4.x] Bump version numbers for 1.4.11 security release.
486b6f3,1.5.6,James Bennett,2014-04-21 17:51:51,[1.5.x] Update for 1.5.6 security release.
3f1abbf,1.6.3,James Bennett,2014-04-21 18:10:57,[1.6.x] Update for 1.6.3 security release.
df81625,1.7b2,James Bennett,2014-04-21 18:21:55,[1.7.x] Update for 1.7b2 security release.
b1b680c,1.4.12,James Bennett,2014-04-28 15:28:15,[1.4.x] Bump version numbers for 1.4.12 bugfix release.
c47324b,1.5.7,James Bennett,2014-04-28 15:34:35,[1.5.x] Update version numbers for 1.5.7 bugfix release.
4a6b911,1.6.4,James Bennett,2014-04-28 15:39:08,[1.6.x] Bump version for 1.6.4 bugfix release.
edca578,1.7b3,James Bennett,2014-04-28 15:46:13,[1.7.x] Bump version number for 1.7 beta 3 bugfix release.
53b98b5,1.4.13,Jacob Kaplan-Moss,2014-05-14 18:09:51,Bumped version numbers for release.
4e922f6,1.5.8,Jacob Kaplan-Moss,2014-05-14 18:27:45,Bumped version numbers for release.
b5bacde,1.6.5,Jacob Kaplan-Moss,2014-05-14 18:37:33,Updated version numbers for release.
95cf172,1.7b4,Jacob Kaplan-Moss,2014-05-14 18:45:54,Bumped version number for release.
78bff08,1.7c1,James Bennett,2014-06-26 20:21:09,[1.7.x] Bump version number for 1.7 RC 1.
b4c8023,1.7c2,James Bennett,2014-07-27 14:33:04,[1.7.x] Bump version number for 1.7 RC 2.
4fce019,1.4.14,James Bennett,2014-08-20 15:00:40,[1.4.x] Bump version numbers for security release.
1f5ff0b,1.5.9,James Bennett,2014-08-20 15:09:42,[1.5.x] Bump version numbers for security release.
8b19a4e,1.6.6,James Bennett,2014-08-20 15:14:55,[1.6.x] Update version number for security release.
ad96254,1.7c3,James Bennett,2014-08-20 15:25:35,[1.7.x] Bump version number for security release.
0517f49,1.4.15,James Bennett,2014-09-02 15:43:24,[1.4.x] Bump version numbers for bugfix release.
d54022b,1.5.10,James Bennett,2014-09-02 15:50:34,[1.5.x] Bump version numbers for bugfix release.
75d03c7,1.6.7,James Bennett,2014-09-02 15:54:38,[1.6.x] Update version number for bugfix release.
d92b085,1.7,James Bennett,2014-09-02 16:08:20,[1.7.x] Bump version number for 1.7 release.
151d6db,1.4.16,James Bennett,2014-10-22 12:36:19,[1.4.x] Bump version numbers for bugfix release.
da3a23a,1.5.11,James Bennett,2014-10-22 12:44:14,[1.5.x] Update version numbers for bugfix release.
811508b,1.6.8,James Bennett,2014-10-22 12:49:25,[1.6.x] Bump version number for bugfix release.
c5780ad,1.7.1,James Bennett,2014-10-22 12:56:07,[1.7.x] Bump version number for bugfix release.
880d763,1.7.2,Tim Graham,2015-01-02 19:44:36,[1.7.x] Bumped version for 1.7.2 release.
4747c2f,1.6.9,Tim Graham,2015-01-02 20:40:43,[1.6.x] Bumped version for 1.6.9 release.
1d5dfd0,1.5.12,Tim Graham,2015-01-02 20:54:56,[1.5.x] Bumped version for 1.5.12 release.
592187e,1.4.17,Tim Graham,2015-01-02 21:07:00,[1.4.x] Bumped version for 1.4.17 release.
6bf1930,1.7.3,Tim Graham,2015-01-13 13:11:37,[1.7.x] Bumped version for 1.7.3 release.
e2fea7c,1.6.10,Tim Graham,2015-01-13 13:12:22,[1.6.x] Bumped version for 1.6.10 release.
bd9dcd2,1.4.18,Tim Graham,2015-01-13 13:14:08,[1.4.x] Bumped version for 1.4.18 release.
c72448b,1.8a1,Tim Graham,2015-01-16 17:06:32,Bumped version to 1.8 alpha 1.
7dd4c52,1.4.19,Tim Graham,2015-01-27 11:54:46,[1.4.x] Bumped version for 1.4.19 release.
b626c28,1.7.4,Tim Graham,2015-01-27 12:10:08,[1.7.x] Bumped version for 1.7.4 release.
b8f9fd7,1.8b1,Tim Graham,2015-02-25 08:29:14,[1.8.x] Updated trove classifier to beta.
634f422,1.7.5,Tim Graham,2015-02-25 08:49:48,[1.7.x] Bumped version for 1.7.5 release.
40fb8f4,1.7.6,Tim Graham,2015-03-09 10:18:18,[1.7.x] Bumped version for 1.7.6 release.
449d1ef,1.8b2,Tim Graham,2015-03-09 10:22:51,[1.8.x] Bumped version to 1.8 beta 2.
5388692,1.4.20,Tim Graham,2015-03-18 08:43:42,[1.4.x] Bumped version for 1.4.20 release.
9d915ac,1.6.11,Tim Graham,2015-03-18 08:48:39,[1.6.x] Bumped version for 1.6.11 release.
159f3bf,1.7.7,Tim Graham,2015-03-18 08:52:17,[1.7.x] Bumped version for 1.7.7 release.
e3c9412,1.8c1,Tim Graham,2015-03-18 09:06:26,[1.8.x] Bumped version to 1.8 rc 1.
feac4c3,1.8,Tim Graham,2015-04-01 15:46:45,[1.8.x] Bumped version for 1.8 release.
3d128dc,1.8.1,Tim Graham,2015-05-01 16:26:29,[1.8.x] Bumped version for 1.8.1 release.
8830c05,1.7.8,Tim Graham,2015-05-01 16:37:45,Bumped version for 1.7.8 release.
1d3d733,1.8.2,Tim Graham,2015-05-20 13:49:57,Bumped version for 1.8.2 release
