subject,tag,file,lineno,NOC,PAR,NOO,experience-based,statistics-based,manual analysis
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\expressions_case\tests.py,608,45,1,8,0,0,0
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\expressions_case\tests.py,723,41,1,8,0,0,0
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\expressions_case\tests.py,764,42,1,8,0,0,0
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\files\tests.py,281,68,0,7,1,0,0
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\flatpages_tests\test_templatetags.py,144,37,1,7,0,0,0
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\forms_tests\tests\test_fields.py,1022,38,0,7,0,0,0
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\generic_relations\tests.py,35,64,1,9,1,0,0
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\get_earliest_or_latest\tests.py,167,41,0,6,0,0,0
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\i18n\urls.py,15,56,1,10,1,0,0
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\m2m_intermediary\tests.py,28,46,1,8,0,0,0
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\m2m_intermediary\tests.py,40,46,1,8,0,0,0
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\migrations\test_executor.py,229,53,1,9,1,0,0
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\model_fields\tests.py,914,37,0,6,0,0,0
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\model_forms\tests.py,1109,51,0,10,1,0,0
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\model_inheritance\tests.py,216,72,0,7,1,0,0
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\model_inheritance\tests.py,309,46,0,7,0,0,0
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\model_inheritance\tests.py,312,64,0,8,1,0,0
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\model_meta\tests.py,71,74,1,11,1,0,0
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\null_fk\tests.py,35,42,1,9,0,0,0
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\null_fk\tests.py,47,42,1,9,0,0,0
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\queries\tests.py,412,47,0,9,0,0,0
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\queries\tests.py,417,47,0,9,0,0,0
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\queries\tests.py,763,92,0,14,1,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\queries\tests.py,768,97,0,14,1,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\queries\tests.py,2082,59,2,4,0,0,0
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\queries\tests.py,2099,57,2,4,0,0,0
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\queries\tests.py,2313,62,0,17,1,0,0
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\queries\tests.py,2370,38,0,10,0,0,0
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\raw_query\tests.py,257,41,0,7,0,0,0
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\wsgi\urls.py,10,41,1,6,0,0,0
