subject,tag,file,lineno,NOC,PAR,NOO
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\aggregation_regress\tests.py,457,9,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\aggregation_regress\tests.py,467,9,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\aggregation_regress\tests.py,477,9,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\aggregation_regress\tests.py,495,9,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\aggregation_regress\tests.py,518,9,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\aggregation_regress\tests.py,534,14,1,2
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\aggregation_regress\tests.py,559,9,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\aggregation_regress\tests.py,570,9,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\aggregation_regress\tests.py,580,14,1,2
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\aggregation_regress\tests.py,656,14,1,2
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\aggregation_regress\tests.py,666,9,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\aggregation_regress\tests.py,681,25,1,5
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\aggregation_regress\tests.py,706,14,1,2
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\aggregation_regress\tests.py,731,14,1,2
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\aggregation_regress\tests.py,759,9,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\aggregation_regress\tests.py,768,9,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\aggregation_regress\tests.py,912,30,1,5
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\aggregation_regress\tests.py,986,14,1,2
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\aggregation_regress\tests.py,993,14,1,2
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\aggregation_regress\tests.py,1001,14,1,2
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\aggregation_regress\tests.py,1146,14,1,2
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\aggregation_regress\tests.py,1156,14,1,2
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\aggregation_regress\tests.py,1166,14,1,2
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\aggregation_regress\tests.py,1179,14,1,2
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\aggregation_regress\tests.py,1189,12,1,2
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\aggregation_regress\tests.py,1214,14,1,2
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\aggregation_regress\tests.py,1254,9,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\aggregation_regress\tests.py,1262,9,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\aggregation_regress\tests.py,1290,31,1,5
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\annotations\tests.py,235,20,1,2
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\annotations\tests.py,316,19,1,2
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\annotations\tests.py,325,35,1,7
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\annotations\tests.py,413,26,1,5
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\annotations\tests.py,447,32,1,5
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\auth_tests\test_auth_backends.py,143,11,0,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\auth_tests\test_management.py,94,13,0,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\auth_tests\test_management.py,99,13,0,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\auth_tests\test_management.py,106,18,0,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\auth_tests\test_management.py,125,24,0,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\auth_tests\test_management.py,142,26,0,3
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\auth_tests\test_management.py,156,24,0,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\auth_tests\test_management.py,337,9,0,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\auth_tests\test_management.py,350,9,0,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\builtin_server\tests.py,35,39,0,4
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\conditional_processing\views.py,9,12,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\conditional_processing\views.py,9,21,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\conditional_processing\views.py,14,21,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\conditional_processing\views.py,19,21,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\conditional_processing\views.py,24,12,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\conditional_processing\views.py,29,12,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\contenttypes_tests\tests.py,426,25,1,3
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\createsuperuser\tests.py,21,23,0,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\custom_columns\tests.py,45,54,0,5
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\custom_columns\tests.py,69,18,1,2
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\custom_lookups\tests.py,200,9,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\custom_lookups\tests.py,204,9,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\custom_lookups\tests.py,208,9,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\custom_lookups\tests.py,212,9,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\custom_lookups\tests.py,227,9,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\custom_lookups\tests.py,231,9,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\custom_lookups\tests.py,235,9,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\custom_lookups\tests.py,239,9,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\custom_lookups\tests.py,243,9,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\custom_lookups\tests.py,258,9,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\custom_lookups\tests.py,261,9,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\custom_lookups\tests.py,264,9,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\custom_lookups\tests.py,267,9,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\custom_lookups\tests.py,270,9,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\custom_lookups\tests.py,273,9,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\custom_lookups\tests.py,315,9,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\custom_lookups\tests.py,318,9,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\custom_lookups\tests.py,321,9,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\custom_lookups\tests.py,324,9,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\custom_lookups\tests.py,327,9,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\custom_lookups\tests.py,330,9,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\custom_lookups\tests.py,347,9,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\custom_lookups\tests.py,350,9,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\custom_lookups\tests.py,365,9,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\custom_lookups\tests.py,369,9,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\custom_lookups\tests.py,384,9,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\custom_lookups\tests.py,405,9,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\custom_lookups\tests.py,408,9,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\custom_lookups\tests.py,413,9,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\custom_lookups\tests.py,417,9,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\custom_lookups\tests.py,430,9,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\custom_lookups\tests.py,433,9,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\custom_managers\tests.py,114,19,0,2
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\custom_managers\tests.py,124,15,1,2
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\custom_managers\tests.py,138,20,1,2
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\custom_managers\tests.py,145,20,1,2
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\custom_managers\tests.py,152,20,1,2
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\custom_managers\tests.py,159,20,1,2
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\custom_managers\tests.py,174,20,1,2
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\custom_managers\tests.py,181,20,1,2
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\custom_managers\tests.py,188,20,1,2
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\custom_managers\tests.py,195,20,1,2
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\custom_managers\tests.py,214,20,1,2
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\custom_managers\tests.py,221,20,1,2
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\custom_managers\tests.py,228,20,1,2
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\custom_managers\tests.py,235,20,1,2
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\custom_managers\tests.py,249,20,1,2
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\custom_managers\tests.py,258,20,1,2
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\custom_managers\tests.py,269,20,1,2
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\custom_managers\tests.py,286,20,1,2
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\custom_managers\tests.py,294,20,1,2
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\custom_managers\tests.py,306,20,1,2
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\custom_managers\tests.py,312,20,1,2
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\custom_managers\tests.py,329,20,1,2
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\custom_managers\tests.py,338,20,1,2
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\custom_managers\tests.py,349,20,1,2
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\custom_managers\tests.py,366,20,1,2
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\custom_managers\tests.py,375,20,1,2
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\custom_managers\tests.py,387,20,1,2
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\custom_managers\tests.py,393,20,1,2
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\custom_managers\tests.py,412,30,1,3
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\custom_managers\tests.py,421,30,1,3
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\custom_managers\tests.py,431,30,1,3
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\custom_managers\tests.py,447,20,1,2
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\custom_managers\tests.py,456,20,1,2
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\custom_managers\tests.py,467,20,1,2
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\custom_managers\tests.py,473,20,1,2
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\custom_managers\tests.py,529,14,1,2
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\custom_managers\tests.py,536,14,1,2
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\custom_managers\tests.py,543,14,1,2
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\custom_methods\tests.py,24,18,1,2
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\custom_methods\tests.py,30,18,1,2
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\custom_methods\tests.py,37,18,1,2
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\custom_methods\tests.py,43,18,1,2
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\custom_pk\tests.py,61,14,1,2
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\custom_pk\tests.py,67,14,1,2
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\custom_pk\tests.py,85,14,1,2
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\custom_pk\tests.py,111,14,1,2
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\custom_pk\tests.py,117,14,1,2
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\custom_pk\tests.py,124,14,1,2
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\custom_pk\tests.py,136,34,0,5
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\custom_pk\tests.py,154,11,0,2
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\dates\tests.py,52,9,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\dates\tests.py,59,9,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\dates\tests.py,66,9,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\dates\tests.py,75,9,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\dates\tests.py,84,9,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\datetimes\tests.py,57,9,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\datetimes\tests.py,64,9,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\datetimes\tests.py,71,9,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\datetimes\tests.py,80,9,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\datetimes\tests.py,89,9,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\db_functions\tests.py,30,22,1,2
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\db_functions\tests.py,56,18,1,2
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\db_functions\tests.py,68,18,1,2
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\db_functions\tests.py,81,14,1,2
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\db_functions\tests.py,90,14,1,2
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\db_functions\tests.py,99,14,1,2
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\db_functions\tests.py,116,16,1,2
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\db_functions\tests.py,139,16,1,2
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\db_functions\tests.py,167,20,1,2
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\db_functions\tests.py,176,29,1,5
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\db_functions\tests.py,189,20,1,2
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\db_functions\tests.py,198,29,1,5
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\db_functions\tests.py,213,38,1,5
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\db_functions\tests.py,231,24,1,5
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\db_functions\tests.py,244,19,1,2
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\db_functions\tests.py,253,19,1,2
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\db_functions\tests.py,266,15,1,2
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\db_functions\tests.py,290,19,1,2
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\db_functions\tests.py,303,14,1,2
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\db_functions\tests.py,312,14,1,2
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\decorators\tests.py,48,12,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\decorators\tests.py,48,12,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\decorators\tests.py,61,12,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\defer\tests.py,143,14,1,2
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\distinct_on_fields\tests.py,124,9,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\distinct_on_fields\tests.py,130,9,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\expressions\tests.py,77,9,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\expressions\tests.py,102,9,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\expressions\tests.py,127,9,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\expressions\tests.py,153,9,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\expressions\tests.py,179,9,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\expressions\tests.py,194,41,1,5
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\expressions\tests.py,207,15,1,2
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\expressions\tests.py,223,14,1,2
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\expressions\tests.py,291,9,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\expressions\tests.py,294,9,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\expressions\tests.py,831,14,1,2
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\expressions_case\tests.py,286,25,1,5
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\expressions_case\tests.py,1036,17,1,4
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\expressions_case\tests.py,1048,17,1,4
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\expressions_case\tests.py,1068,13,1,4
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\expressions_case\tests.py,1090,13,1,4
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\extra_regress\tests.py,51,30,1,6
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\extra_regress\tests.py,61,30,1,6
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\extra_regress\tests.py,68,30,1,6
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\extra_regress\tests.py,176,9,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\extra_regress\tests.py,363,9,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\extra_regress\tests.py,365,9,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\extra_regress\tests.py,370,9,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\field_subclassing\tests.py,67,14,1,2
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\field_subclassing\tests.py,69,41,0,5
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\field_subclassing\tests.py,93,19,1,4
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\file_storage\tests.py,453,21,0,2
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\file_storage\tests.py,458,23,0,3
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\file_storage\urls.py,5,37,1,3
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\fixtures_model_package\tests.py,23,18,1,2
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\fixtures_model_package\tests.py,38,18,1,2
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\fixtures_model_package\tests.py,50,18,1,2
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\fixtures_model_package\tests.py,66,18,1,2
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\fixtures_regress\tests.py,400,16,1,3
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\fixtures_regress\tests.py,402,16,1,3
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\foreign_object\tests.py,157,9,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\foreign_object\tests.py,162,9,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\foreign_object\tests.py,379,9,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\forms_tests\models.py,13,37,0,3
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\forms_tests\models.py,75,53,0,5
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\forms_tests\models.py,77,8,0,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\forms_tests\models.py,80,56,0,5
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\forms_tests\models.py,82,10,0,2
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\forms_tests\models.py,87,56,0,5
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\forms_tests\tests\test_forms.py,2544,21,0,2
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\forms_tests\tests\test_widgets.py,205,38,1,4
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\forms_tests\tests\test_widgets.py,1165,16,0,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\generic_relations\tests.py,119,13,1,2
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\generic_relations_regress\tests.py,157,9,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\generic_relations_regress\tests.py,160,9,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\generic_relations_regress\tests.py,163,9,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\generic_relations_regress\tests.py,166,9,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\generic_relations_regress\tests.py,179,9,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\generic_relations_regress\tests.py,183,9,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\generic_relations_regress\tests.py,199,9,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\generic_relations_regress\tests.py,203,9,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\generic_relations_regress\tests.py,207,9,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\generic_relations_regress\tests.py,211,9,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\generic_relations_regress\tests.py,257,9,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\get_earliest_or_latest\tests.py,64,33,0,4
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\get_earliest_or_latest\tests.py,114,31,0,4
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\gis_tests\tests.py,88,26,0,2
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\gis_tests\tests.py,92,26,0,2
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\gis_tests\distapp\tests.py,402,9,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\gis_tests\distapp\tests.py,615,9,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\gis_tests\geos_tests\test_mutable_list.py,352,20,1,5
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\gis_tests\geos_tests\test_mutable_list.py,353,20,1,5
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\gis_tests\geos_tests\test_mutable_list.py,362,20,1,5
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\gis_tests\geos_tests\test_mutable_list.py,363,20,1,5
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\gis_tests\inspectapp\tests.py,33,41,1,3
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\gis_tests\inspectapp\tests.py,50,37,1,3
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\handlers\tests.py,42,17,0,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\handlers\tests.py,106,17,0,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\humanize_tests\tests.py,70,9,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\i18n\tests.py,1475,21,0,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\i18n\urls.py,14,22,1,2
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\i18n\patterns\tests.py,80,35,0,3
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\inspectdb\tests.py,22,37,1,4
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\inspectdb\tests.py,34,48,1,4
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\inspectdb\tests.py,142,37,1,4
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\inspectdb\tests.py,163,37,1,4
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\inspectdb\tests.py,184,37,1,4
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\inspectdb\tests.py,206,37,1,4
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\inspectdb\tests.py,215,48,1,4
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\inspectdb\tests.py,224,51,1,4
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\inspectdb\tests.py,243,48,1,4
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\logging_tests\tests.py,142,13,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\logging_tests\tests.py,143,12,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\lookup\tests.py,130,9,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\lookup\tests.py,261,9,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\lookup\tests.py,766,9,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\m2m_and_m2o\tests.py,37,13,1,2
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\m2m_and_m2o\tests.py,43,13,1,2
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\m2m_and_m2o\tests.py,53,13,1,2
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\m2m_and_m2o\tests.py,64,13,1,2
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\m2m_and_m2o\tests.py,72,13,1,2
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\m2m_and_m2o\tests.py,80,13,1,2
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\m2m_multiple\tests.py,34,14,1,2
